file_name,TP,class_confusions,unmatched_FP,unmatched_FN,FP,FN,ground_truth_objects,predicted_objects,precision,recall,F1,FN_rate,metric_state,was_in_original_effective_universe
2024-08-17_17-01-50-06-00_0003_102MEDIA_DSCF0677_JPG.rf.2bd951c57e685f0a1b007c1fefe80094.jpg,3,0,0,1,0,1,4,3,1,0.75,0.8571428571428571,0.25,defined,TRUE
Mycteroperca-bonaci_48_jpg.rf.baba94040bd5dc54d4a2106d860d803e.jpg,1,0,0,0,0,0,1,1,1,1,1,0,defined,TRUE
Lachnolaimus-maximus_8_jpeg.rf.8a7e883f17de18d4abfe05c71939dcd9.jpg,6,0,0,0,0,0,6,6,1,1,1,0,defined,TRUE
Mycteroperca-bonaci_12_jpg.rf.1b22b1b98fab1f9b34fe2b101abeba1b.jpg,2,0,0,0,0,0,2,2,1,1,1,0,defined,TRUE
2025-09-20_16-34-32-06-00_0003_111MEDIA_DSCF0921_JPG.rf.25cce71dc4ab1a0e9a8e65223790c959.jpg,0,0,0,3,0,3,3,0,NA,0,0,1,defined_zero_performance,FALSE
Scarus-vetula_45_jpg.rf.c566856fb961d8068e6cc4b6de6cb493.jpg,1,0,0,3,0,3,4,1,1,0.25,0.4,0.75,defined,TRUE
Chaetodon-capistratus_22_jpg.rf.7d64cad6abeabb1306ec7b51b2be5aa3.jpg,1,0,0,0,0,0,1,1,1,1,1,0,defined,TRUE
Kyphosus-vaigiensis_50_jpg.rf.88f8ba59b2bb288098aff81888833715.jpg,2,0,0,1,0,1,3,2,1,0.6666666666666666,0.8,0.3333333333333333,defined,TRUE
Acanthurus-chirurgus_5_jpg.rf.b79d5e909ab0de75c309b810250a3923.jpg,0,0,0,1,0,1,1,0,NA,0,0,1,defined_zero_performance,FALSE
2024-08-14_14-44-26-06-00_0002_101MEDIA_DSCF0186_JPG.rf.f155ba310cc24fba20ba9abbb4e2b8d8.jpg,18,0,13,0,13,0,18,31,0.5806451612903226,1,0.7346938775510204,0,defined,TRUE
Chaetodon-capistratus_37_jpeg.rf.1e2acd862f50e9d5ebe277d736c5b78f.jpg,1,0,0,0,0,0,1,1,1,1,1,0,defined,TRUE
2024-08-19_09-32-06-06-00_0005_103MEDIA_DSCF0435_JPG.rf.264abef273148749811cc193f91a1590.jpg,0,0,1,2,1,2,2,1,0,0,0,1,defined_zero_performance,TRUE
Chromis-scotti_1_jpeg.rf.86d49acecf62c63ffef63fc4e291b82a.jpg,2,0,0,1,0,1,3,2,1,0.6666666666666666,0.8,0.3333333333333333,defined,TRUE
Scarus-vetula_22_jpg.rf.304b55ac114afc71e1e7e88010a5de08.jpg,2,0,0,1,0,1,3,2,1,0.6666666666666666,0.8,0.3333333333333333,defined,TRUE
2024-08-14_16-06-08-06-00_0003_101MEDIA_DSCF0214_JPG.rf.94b4ec34c0c14c9ed6631a639f40f615.jpg,2,0,0,0,0,0,2,2,1,1,1,0,defined,TRUE
2024-08-14_14-50-26-06-00_0002_101MEDIA_DSCF0188_JPG.rf.3c6210dad18f27de2638378ec04c4893.jpg,2,0,4,0,4,0,2,6,0.3333333333333333,1,0.5,0,defined,TRUE
