gt,pred,n,gt_name,pred_name,row_total,pct
1,45,0,Abudefduf saxatilis,Sparisoma aurofrenatum,105,0
1,46,0,Abudefduf saxatilis,Sparisoma chrysopterum,105,0
1,47,0,Abudefduf saxatilis,Sparisoma rubripinne FI,105,0
1,48,0,Abudefduf saxatilis,Sparisoma viride,105,0
1,49,0,Abudefduf saxatilis,Sparisoma viride FI,105,0
1,5,0,Abudefduf saxatilis,Azurina cyanea,105,0
1,50,0,Abudefduf saxatilis,Sphyraena barracuda,105,0
1,51,0,Abudefduf saxatilis,Urobatis jamaicensis,105,0
1,52,0,Abudefduf saxatilis,unidentifiable,105,0
1,6,0,Abudefduf saxatilis,Bodianus rufus,105,0
1,7,0,Abudefduf saxatilis,Calamus spp,105,0
1,8,0,Abudefduf saxatilis,Caranx bartholomaei,105,0
1,9,0,Abudefduf saxatilis,Caranx latus,105,0
1,background,20,Abudefduf saxatilis,background,105,19.047619047619047
10,0,0,Caranx ruber,fish,29,0
10,1,0,Caranx ruber,Abudefduf saxatilis,29,0
10,10,22,Caranx ruber,Caranx ruber,29,75.86206896551724
10,11,0,Caranx ruber,Cephalopholis cruentata,29,0
10,12,0,Caranx ruber,Chaetodon capistratus,29,0
10,13,0,Caranx ruber,Chaetodon ocellatus,29,0
10,14,0,Caranx ruber,Chaetodon sedentarius,29,0
10,15,0,Caranx ruber,Chaetodon striatus,29,0
10,16,0,Caranx ruber,Chromis scotti,29,0
10,17,0,Caranx ruber,Diodon spp,29,0
10,18,0,Caranx ruber,Epinephelus spp,29,0
10,19,0,Caranx ruber,Ginglymostoma cirratum,29,0
10,2,0,Caranx ruber,Acanthurus chirurgus,29,0
10,20,0,Caranx ruber,Haemulon flavolineatum,29,0
10,21,0,Caranx ruber,Haemulon juvenil,29,0
10,22,0,Caranx ruber,Haemulon plumierii,29,0
10,23,0,Caranx ruber,Haemulon plumierii juvenil,29,0
10,24,0,Caranx ruber,Haemulon sciurus,29,0
10,25,0,Caranx ruber,Halichoeres spp,29,0
10,26,0,Caranx ruber,Holacanthus spp,29,0
10,27,0,Caranx ruber,Kyphosus spp,29,0
10,28,0,Caranx ruber,Lachnolaimus maximus,29,0
10,29,0,Caranx ruber,Lutjanus analis,29,0
10,3,0,Caranx ruber,Acanthurus coeruleus,29,0
10,30,0,Caranx ruber,Lutjanus griseus,29,0
10,31,0,Caranx ruber,Lutjanus jocu,29,0
10,32,0,Caranx ruber,Mycteroperca spp,29,0
10,33,0,Caranx ruber,Nicholsina usta,29,0
10,34,0,Caranx ruber,Ocyurus chrysurus,29,0
10,35,0,Caranx ruber,Pomacanthus arcuatus,29,0
10,36,0,Caranx ruber,Pomacanthus paru,29,0
10,37,0,Caranx ruber,Rhomboplites aurorubens,29,0
10,38,0,Caranx ruber,Scarus coelestinus,29,0
10,39,0,Caranx ruber,Scarus coeruleus,29,0
10,4,0,Caranx ruber,Anisotremus virginicus,29,0
10,40,0,Caranx ruber,Scarus guacamaia,29,0
10,41,0,Caranx ruber,Scarus iseri,29,0
10,42,0,Caranx ruber,Scarus juvenil,29,0
10,43,0,Caranx ruber,Scarus taeniopterus,29,0
10,44,0,Caranx ruber,Scarus vetula,29,0
10,45,0,Caranx ruber,Sparisoma aurofrenatum,29,0
10,46,0,Caranx ruber,Sparisoma chrysopterum,29,0
10,47,0,Caranx ruber,Sparisoma rubripinne FI,29,0
10,48,0,Caranx ruber,Sparisoma viride,29,0
10,49,0,Caranx ruber,Sparisoma viride FI,29,0
10,5,0,Caranx ruber,Azurina cyanea,29,0
10,50,0,Caranx ruber,Sphyraena barracuda,29,0
10,51,0,Caranx ruber,Urobatis jamaicensis,29,0
10,52,3,Caranx ruber,unidentifiable,29,10.344827586206897
10,6,0,Caranx ruber,Bodianus rufus,29,0
10,7,0,Caranx ruber,Calamus spp,29,0
10,8,0,Caranx ruber,Caranx bartholomaei,29,0
10,9,0,Caranx ruber,Caranx latus,29,0
10,background,4,Caranx ruber,background,29,13.793103448275861
11,0,0,Cephalopholis cruentata,fish,25,0
11,1,0,Cephalopholis cruentata,Abudefduf saxatilis,25,0
11,10,0,Cephalopholis cruentata,Caranx ruber,25,0
11,11,12,Cephalopholis cruentata,Cephalopholis cruentata,25,48
11,12,0,Cephalopholis cruentata,Chaetodon capistratus,25,0
11,13,0,Cephalopholis cruentata,Chaetodon ocellatus,25,0
11,14,0,Cephalopholis cruentata,Chaetodon sedentarius,25,0
11,15,0,Cephalopholis cruentata,Chaetodon striatus,25,0
11,16,0,Cephalopholis cruentata,Chromis scotti,25,0
11,17,0,Cephalopholis cruentata,Diodon spp,25,0
11,18,3,Cephalopholis cruentata,Epinephelus spp,25,12
11,19,0,Cephalopholis cruentata,Ginglymostoma cirratum,25,0
11,2,0,Cephalopholis cruentata,Acanthurus chirurgus,25,0
11,20,0,Cephalopholis cruentata,Haemulon flavolineatum,25,0
11,21,0,Cephalopholis cruentata,Haemulon juvenil,25,0
11,22,0,Cephalopholis cruentata,Haemulon plumierii,25,0
11,23,0,Cephalopholis cruentata,Haemulon plumierii juvenil,25,0
11,24,0,Cephalopholis cruentata,Haemulon sciurus,25,0
11,25,0,Cephalopholis cruentata,Halichoeres spp,25,0
11,26,0,Cephalopholis cruentata,Holacanthus spp,25,0
11,27,0,Cephalopholis cruentata,Kyphosus spp,25,0
11,28,0,Cephalopholis cruentata,Lachnolaimus maximus,25,0
11,29,0,Cephalopholis cruentata,Lutjanus analis,25,0
11,3,0,Cephalopholis cruentata,Acanthurus coeruleus,25,0
11,30,0,Cephalopholis cruentata,Lutjanus griseus,25,0
11,31,0,Cephalopholis cruentata,Lutjanus jocu,25,0
11,32,0,Cephalopholis cruentata,Mycteroperca spp,25,0
11,33,0,Cephalopholis cruentata,Nicholsina usta,25,0
11,34,0,Cephalopholis cruentata,Ocyurus chrysurus,25,0
11,35,0,Cephalopholis cruentata,Pomacanthus arcuatus,25,0
11,36,0,Cephalopholis cruentata,Pomacanthus paru,25,0
11,37,0,Cephalopholis cruentata,Rhomboplites aurorubens,25,0
11,38,0,Cephalopholis cruentata,Scarus coelestinus,25,0
11,39,0,Cephalopholis cruentata,Scarus coeruleus,25,0
11,4,0,Cephalopholis cruentata,Anisotremus virginicus,25,0
11,40,0,Cephalopholis cruentata,Scarus guacamaia,25,0
11,41,0,Cephalopholis cruentata,Scarus iseri,25,0
11,42,0,Cephalopholis cruentata,Scarus juvenil,25,0
11,43,0,Cephalopholis cruentata,Scarus taeniopterus,25,0
11,44,0,Cephalopholis cruentata,Scarus vetula,25,0
11,45,0,Cephalopholis cruentata,Sparisoma aurofrenatum,25,0
11,46,0,Cephalopholis cruentata,Sparisoma chrysopterum,25,0
11,47,0,Cephalopholis cruentata,Sparisoma rubripinne FI,25,0
11,48,0,Cephalopholis cruentata,Sparisoma viride,25,0
11,49,0,Cephalopholis cruentata,Sparisoma viride FI,25,0
11,5,0,Cephalopholis cruentata,Azurina cyanea,25,0
11,50,0,Cephalopholis cruentata,Sphyraena barracuda,25,0
11,51,0,Cephalopholis cruentata,Urobatis jamaicensis,25,0
11,52,0,Cephalopholis cruentata,unidentifiable,25,0
11,6,0,Cephalopholis cruentata,Bodianus rufus,25,0
11,7,0,Cephalopholis cruentata,Calamus spp,25,0
11,8,0,Cephalopholis cruentata,Caranx bartholomaei,25,0
11,9,0,Cephalopholis cruentata,Caranx latus,25,0
11,background,10,Cephalopholis cruentata,background,25,40
12,0,0,Chaetodon capistratus,fish,15,0
12,1,0,Chaetodon capistratus,Abudefduf saxatilis,15,0
12,10,0,Chaetodon capistratus,Caranx ruber,15,0
12,11,0,Chaetodon capistratus,Cephalopholis cruentata,15,0
12,12,14,Chaetodon capistratus,Chaetodon capistratus,15,93.33333333333333
12,13,0,Chaetodon capistratus,Chaetodon ocellatus,15,0
12,14,0,Chaetodon capistratus,Chaetodon sedentarius,15,0
12,15,0,Chaetodon capistratus,Chaetodon striatus,15,0
12,16,0,Chaetodon capistratus,Chromis scotti,15,0
12,17,0,Chaetodon capistratus,Diodon spp,15,0
12,18,0,Chaetodon capistratus,Epinephelus spp,15,0
12,19,0,Chaetodon capistratus,Ginglymostoma cirratum,15,0
12,2,0,Chaetodon capistratus,Acanthurus chirurgus,15,0
12,20,0,Chaetodon capistratus,Haemulon flavolineatum,15,0
12,21,0,Chaetodon capistratus,Haemulon juvenil,15,0
12,22,0,Chaetodon capistratus,Haemulon plumierii,15,0
12,23,0,Chaetodon capistratus,Haemulon plumierii juvenil,15,0
12,24,0,Chaetodon capistratus,Haemulon sciurus,15,0
12,25,0,Chaetodon capistratus,Halichoeres spp,15,0
12,26,0,Chaetodon capistratus,Holacanthus spp,15,0
12,27,0,Chaetodon capistratus,Kyphosus spp,15,0
12,28,0,Chaetodon capistratus,Lachnolaimus maximus,15,0
12,29,0,Chaetodon capistratus,Lutjanus analis,15,0
12,3,0,Chaetodon capistratus,Acanthurus coeruleus,15,0
12,30,0,Chaetodon capistratus,Lutjanus griseus,15,0
12,31,0,Chaetodon capistratus,Lutjanus jocu,15,0
12,32,0,Chaetodon capistratus,Mycteroperca spp,15,0
12,33,0,Chaetodon capistratus,Nicholsina usta,15,0
12,34,0,Chaetodon capistratus,Ocyurus chrysurus,15,0
12,35,0,Chaetodon capistratus,Pomacanthus arcuatus,15,0
12,36,0,Chaetodon capistratus,Pomacanthus paru,15,0
12,37,0,Chaetodon capistratus,Rhomboplites aurorubens,15,0
12,38,0,Chaetodon capistratus,Scarus coelestinus,15,0
12,39,0,Chaetodon capistratus,Scarus coeruleus,15,0
12,4,0,Chaetodon capistratus,Anisotremus virginicus,15,0
12,40,0,Chaetodon capistratus,Scarus guacamaia,15,0
12,41,0,Chaetodon capistratus,Scarus iseri,15,0
12,42,0,Chaetodon capistratus,Scarus juvenil,15,0
12,43,0,Chaetodon capistratus,Scarus taeniopterus,15,0
12,44,0,Chaetodon capistratus,Scarus vetula,15,0
12,45,0,Chaetodon capistratus,Sparisoma aurofrenatum,15,0
12,46,0,Chaetodon capistratus,Sparisoma chrysopterum,15,0
12,47,0,Chaetodon capistratus,Sparisoma rubripinne FI,15,0
12,48,0,Chaetodon capistratus,Sparisoma viride,15,0
12,49,0,Chaetodon capistratus,Sparisoma viride FI,15,0
12,5,0,Chaetodon capistratus,Azurina cyanea,15,0
12,50,0,Chaetodon capistratus,Sphyraena barracuda,15,0
12,51,0,Chaetodon capistratus,Urobatis jamaicensis,15,0
12,52,0,Chaetodon capistratus,unidentifiable,15,0
12,6,0,Chaetodon capistratus,Bodianus rufus,15,0
12,7,0,Chaetodon capistratus,Calamus spp,15,0
12,8,0,Chaetodon capistratus,Caranx bartholomaei,15,0
12,9,0,Chaetodon capistratus,Caranx latus,15,0
12,background,1,Chaetodon capistratus,background,15,6.666666666666667
13,0,0,Chaetodon ocellatus,fish,26,0
13,1,0,Chaetodon ocellatus,Abudefduf saxatilis,26,0
13,10,0,Chaetodon ocellatus,Caranx ruber,26,0
13,11,0,Chaetodon ocellatus,Cephalopholis cruentata,26,0
13,12,0,Chaetodon ocellatus,Chaetodon capistratus,26,0
13,13,14,Chaetodon ocellatus,Chaetodon ocellatus,26,53.84615384615385
13,14,0,Chaetodon ocellatus,Chaetodon sedentarius,26,0
13,15,0,Chaetodon ocellatus,Chaetodon striatus,26,0
13,16,0,Chaetodon ocellatus,Chromis scotti,26,0
13,17,0,Chaetodon ocellatus,Diodon spp,26,0
13,18,0,Chaetodon ocellatus,Epinephelus spp,26,0
13,19,0,Chaetodon ocellatus,Ginglymostoma cirratum,26,0
13,2,0,Chaetodon ocellatus,Acanthurus chirurgus,26,0
13,20,0,Chaetodon ocellatus,Haemulon flavolineatum,26,0
13,21,0,Chaetodon ocellatus,Haemulon juvenil,26,0
13,22,0,Chaetodon ocellatus,Haemulon plumierii,26,0
13,23,0,Chaetodon ocellatus,Haemulon plumierii juvenil,26,0
13,24,0,Chaetodon ocellatus,Haemulon sciurus,26,0
13,25,0,Chaetodon ocellatus,Halichoeres spp,26,0
13,26,3,Chaetodon ocellatus,Holacanthus spp,26,11.538461538461538
13,27,0,Chaetodon ocellatus,Kyphosus spp,26,0
13,28,0,Chaetodon ocellatus,Lachnolaimus maximus,26,0
13,29,0,Chaetodon ocellatus,Lutjanus analis,26,0
13,3,0,Chaetodon ocellatus,Acanthurus coeruleus,26,0
13,30,0,Chaetodon ocellatus,Lutjanus griseus,26,0
13,31,0,Chaetodon ocellatus,Lutjanus jocu,26,0
13,32,0,Chaetodon ocellatus,Mycteroperca spp,26,0
13,33,0,Chaetodon ocellatus,Nicholsina usta,26,0
13,34,1,Chaetodon ocellatus,Ocyurus chrysurus,26,3.8461538461538463
13,35,0,Chaetodon ocellatus,Pomacanthus arcuatus,26,0
13,36,0,Chaetodon ocellatus,Pomacanthus paru,26,0
13,37,0,Chaetodon ocellatus,Rhomboplites aurorubens,26,0
13,38,0,Chaetodon ocellatus,Scarus coelestinus,26,0
13,39,0,Chaetodon ocellatus,Scarus coeruleus,26,0
13,4,2,Chaetodon ocellatus,Anisotremus virginicus,26,7.6923076923076925
13,40,0,Chaetodon ocellatus,Scarus guacamaia,26,0
13,41,0,Chaetodon ocellatus,Scarus iseri,26,0
13,42,0,Chaetodon ocellatus,Scarus juvenil,26,0
13,43,0,Chaetodon ocellatus,Scarus taeniopterus,26,0
13,44,0,Chaetodon ocellatus,Scarus vetula,26,0
13,45,0,Chaetodon ocellatus,Sparisoma aurofrenatum,26,0
13,46,0,Chaetodon ocellatus,Sparisoma chrysopterum,26,0
13,47,0,Chaetodon ocellatus,Sparisoma rubripinne FI,26,0
13,48,0,Chaetodon ocellatus,Sparisoma viride,26,0
13,49,0,Chaetodon ocellatus,Sparisoma viride FI,26,0
13,5,0,Chaetodon ocellatus,Azurina cyanea,26,0
13,50,0,Chaetodon ocellatus,Sphyraena barracuda,26,0
13,51,0,Chaetodon ocellatus,Urobatis jamaicensis,26,0
13,52,0,Chaetodon ocellatus,unidentifiable,26,0
13,6,0,Chaetodon ocellatus,Bodianus rufus,26,0
13,7,0,Chaetodon ocellatus,Calamus spp,26,0
13,8,0,Chaetodon ocellatus,Caranx bartholomaei,26,0
13,9,0,Chaetodon ocellatus,Caranx latus,26,0
13,background,6,Chaetodon ocellatus,background,26,23.076923076923077
14,0,0,Chaetodon sedentarius,fish,23,0
14,1,0,Chaetodon sedentarius,Abudefduf saxatilis,23,0
14,10,0,Chaetodon sedentarius,Caranx ruber,23,0
14,11,0,Chaetodon sedentarius,Cephalopholis cruentata,23,0
14,12,0,Chaetodon sedentarius,Chaetodon capistratus,23,0
14,13,1,Chaetodon sedentarius,Chaetodon ocellatus,23,4.3478260869565215
14,14,16,Chaetodon sedentarius,Chaetodon sedentarius,23,69.56521739130434
14,15,0,Chaetodon sedentarius,Chaetodon striatus,23,0
14,16,0,Chaetodon sedentarius,Chromis scotti,23,0
14,17,0,Chaetodon sedentarius,Diodon spp,23,0
14,18,0,Chaetodon sedentarius,Epinephelus spp,23,0
14,19,0,Chaetodon sedentarius,Ginglymostoma cirratum,23,0
14,2,0,Chaetodon sedentarius,Acanthurus chirurgus,23,0
14,20,0,Chaetodon sedentarius,Haemulon flavolineatum,23,0
14,21,0,Chaetodon sedentarius,Haemulon juvenil,23,0
14,22,0,Chaetodon sedentarius,Haemulon plumierii,23,0
14,23,0,Chaetodon sedentarius,Haemulon plumierii juvenil,23,0
14,24,0,Chaetodon sedentarius,Haemulon sciurus,23,0
14,25,0,Chaetodon sedentarius,Halichoeres spp,23,0
14,26,0,Chaetodon sedentarius,Holacanthus spp,23,0
14,27,0,Chaetodon sedentarius,Kyphosus spp,23,0
14,28,0,Chaetodon sedentarius,Lachnolaimus maximus,23,0
14,29,0,Chaetodon sedentarius,Lutjanus analis,23,0
14,3,0,Chaetodon sedentarius,Acanthurus coeruleus,23,0
14,30,0,Chaetodon sedentarius,Lutjanus griseus,23,0
14,31,0,Chaetodon sedentarius,Lutjanus jocu,23,0
14,32,0,Chaetodon sedentarius,Mycteroperca spp,23,0
14,33,0,Chaetodon sedentarius,Nicholsina usta,23,0
14,34,0,Chaetodon sedentarius,Ocyurus chrysurus,23,0
14,35,0,Chaetodon sedentarius,Pomacanthus arcuatus,23,0
14,36,0,Chaetodon sedentarius,Pomacanthus paru,23,0
14,37,0,Chaetodon sedentarius,Rhomboplites aurorubens,23,0
14,38,0,Chaetodon sedentarius,Scarus coelestinus,23,0
14,39,0,Chaetodon sedentarius,Scarus coeruleus,23,0
14,4,0,Chaetodon sedentarius,Anisotremus virginicus,23,0
14,40,0,Chaetodon sedentarius,Scarus guacamaia,23,0
14,41,0,Chaetodon sedentarius,Scarus iseri,23,0
14,42,0,Chaetodon sedentarius,Scarus juvenil,23,0
14,43,0,Chaetodon sedentarius,Scarus taeniopterus,23,0
14,44,0,Chaetodon sedentarius,Scarus vetula,23,0
14,45,0,Chaetodon sedentarius,Sparisoma aurofrenatum,23,0
14,46,0,Chaetodon sedentarius,Sparisoma chrysopterum,23,0
14,47,0,Chaetodon sedentarius,Sparisoma rubripinne FI,23,0
14,48,0,Chaetodon sedentarius,Sparisoma viride,23,0
14,49,0,Chaetodon sedentarius,Sparisoma viride FI,23,0
14,5,0,Chaetodon sedentarius,Azurina cyanea,23,0
14,50,0,Chaetodon sedentarius,Sphyraena barracuda,23,0
14,51,0,Chaetodon sedentarius,Urobatis jamaicensis,23,0
14,52,0,Chaetodon sedentarius,unidentifiable,23,0
14,6,0,Chaetodon sedentarius,Bodianus rufus,23,0
14,7,0,Chaetodon sedentarius,Calamus spp,23,0
14,8,0,Chaetodon sedentarius,Caranx bartholomaei,23,0
14,9,0,Chaetodon sedentarius,Caranx latus,23,0
14,background,6,Chaetodon sedentarius,background,23,26.08695652173913
15,0,0,Chaetodon striatus,fish,25,0
15,1,0,Chaetodon striatus,Abudefduf saxatilis,25,0
15,10,0,Chaetodon striatus,Caranx ruber,25,0
15,11,0,Chaetodon striatus,Cephalopholis cruentata,25,0
15,12,0,Chaetodon striatus,Chaetodon capistratus,25,0
15,13,0,Chaetodon striatus,Chaetodon ocellatus,25,0
15,14,0,Chaetodon striatus,Chaetodon sedentarius,25,0
15,15,21,Chaetodon striatus,Chaetodon striatus,25,84
15,16,0,Chaetodon striatus,Chromis scotti,25,0
15,17,0,Chaetodon striatus,Diodon spp,25,0
15,18,0,Chaetodon striatus,Epinephelus spp,25,0
15,19,0,Chaetodon striatus,Ginglymostoma cirratum,25,0
15,2,0,Chaetodon striatus,Acanthurus chirurgus,25,0
15,20,0,Chaetodon striatus,Haemulon flavolineatum,25,0
15,21,0,Chaetodon striatus,Haemulon juvenil,25,0
15,22,0,Chaetodon striatus,Haemulon plumierii,25,0
15,23,0,Chaetodon striatus,Haemulon plumierii juvenil,25,0
15,24,0,Chaetodon striatus,Haemulon sciurus,25,0
15,25,0,Chaetodon striatus,Halichoeres spp,25,0
15,26,0,Chaetodon striatus,Holacanthus spp,25,0
15,27,0,Chaetodon striatus,Kyphosus spp,25,0
15,28,0,Chaetodon striatus,Lachnolaimus maximus,25,0
15,29,0,Chaetodon striatus,Lutjanus analis,25,0
15,3,0,Chaetodon striatus,Acanthurus coeruleus,25,0
15,30,0,Chaetodon striatus,Lutjanus griseus,25,0
15,31,0,Chaetodon striatus,Lutjanus jocu,25,0
15,32,0,Chaetodon striatus,Mycteroperca spp,25,0
15,33,0,Chaetodon striatus,Nicholsina usta,25,0
15,34,0,Chaetodon striatus,Ocyurus chrysurus,25,0
15,35,0,Chaetodon striatus,Pomacanthus arcuatus,25,0
15,36,0,Chaetodon striatus,Pomacanthus paru,25,0
15,37,0,Chaetodon striatus,Rhomboplites aurorubens,25,0
15,38,0,Chaetodon striatus,Scarus coelestinus,25,0
15,39,0,Chaetodon striatus,Scarus coeruleus,25,0
15,4,0,Chaetodon striatus,Anisotremus virginicus,25,0
15,40,0,Chaetodon striatus,Scarus guacamaia,25,0
15,41,0,Chaetodon striatus,Scarus iseri,25,0
15,42,0,Chaetodon striatus,Scarus juvenil,25,0
15,43,0,Chaetodon striatus,Scarus taeniopterus,25,0
15,44,0,Chaetodon striatus,Scarus vetula,25,0
15,45,0,Chaetodon striatus,Sparisoma aurofrenatum,25,0
15,46,0,Chaetodon striatus,Sparisoma chrysopterum,25,0
15,47,0,Chaetodon striatus,Sparisoma rubripinne FI,25,0
15,48,0,Chaetodon striatus,Sparisoma viride,25,0
15,49,0,Chaetodon striatus,Sparisoma viride FI,25,0
15,5,0,Chaetodon striatus,Azurina cyanea,25,0
15,50,0,Chaetodon striatus,Sphyraena barracuda,25,0
15,51,0,Chaetodon striatus,Urobatis jamaicensis,25,0
15,52,0,Chaetodon striatus,unidentifiable,25,0
15,6,0,Chaetodon striatus,Bodianus rufus,25,0
15,7,0,Chaetodon striatus,Calamus spp,25,0
15,8,0,Chaetodon striatus,Caranx bartholomaei,25,0
15,9,0,Chaetodon striatus,Caranx latus,25,0
15,background,4,Chaetodon striatus,background,25,16
16,0,0,Chromis scotti,fish,35,0
16,1,0,Chromis scotti,Abudefduf saxatilis,35,0
16,10,0,Chromis scotti,Caranx ruber,35,0
16,11,0,Chromis scotti,Cephalopholis cruentata,35,0
16,12,0,Chromis scotti,Chaetodon capistratus,35,0
16,13,0,Chromis scotti,Chaetodon ocellatus,35,0
16,14,0,Chromis scotti,Chaetodon sedentarius,35,0
16,15,0,Chromis scotti,Chaetodon striatus,35,0
16,16,31,Chromis scotti,Chromis scotti,35,88.57142857142857
16,17,0,Chromis scotti,Diodon spp,35,0
16,18,0,Chromis scotti,Epinephelus spp,35,0
16,19,0,Chromis scotti,Ginglymostoma cirratum,35,0
16,2,0,Chromis scotti,Acanthurus chirurgus,35,0
16,20,0,Chromis scotti,Haemulon flavolineatum,35,0
16,21,0,Chromis scotti,Haemulon juvenil,35,0
16,22,0,Chromis scotti,Haemulon plumierii,35,0
16,23,0,Chromis scotti,Haemulon plumierii juvenil,35,0
16,24,0,Chromis scotti,Haemulon sciurus,35,0
16,25,0,Chromis scotti,Halichoeres spp,35,0
16,26,0,Chromis scotti,Holacanthus spp,35,0
16,27,0,Chromis scotti,Kyphosus spp,35,0
16,28,0,Chromis scotti,Lachnolaimus maximus,35,0
16,29,0,Chromis scotti,Lutjanus analis,35,0
16,3,0,Chromis scotti,Acanthurus coeruleus,35,0
16,30,0,Chromis scotti,Lutjanus griseus,35,0
16,31,0,Chromis scotti,Lutjanus jocu,35,0
16,32,0,Chromis scotti,Mycteroperca spp,35,0
16,33,0,Chromis scotti,Nicholsina usta,35,0
16,34,0,Chromis scotti,Ocyurus chrysurus,35,0
16,35,0,Chromis scotti,Pomacanthus arcuatus,35,0
