gt,pred,n,gt_name,pred_name
19,4,0,Ginglymostoma cirratum,Anisotremus virginicus
19,40,0,Ginglymostoma cirratum,Scarus guacamaia
19,41,0,Ginglymostoma cirratum,Scarus iseri
19,42,0,Ginglymostoma cirratum,Scarus juvenil
19,43,0,Ginglymostoma cirratum,Scarus taeniopterus
19,44,0,Ginglymostoma cirratum,Scarus vetula
19,45,0,Ginglymostoma cirratum,Sparisoma aurofrenatum
19,46,0,Ginglymostoma cirratum,Sparisoma chrysopterum
19,47,0,Ginglymostoma cirratum,Sparisoma rubripinne FI
19,48,0,Ginglymostoma cirratum,Sparisoma viride
19,49,0,Ginglymostoma cirratum,Sparisoma viride FI
19,5,0,Ginglymostoma cirratum,Azurina cyanea
19,50,0,Ginglymostoma cirratum,Sphyraena barracuda
19,51,0,Ginglymostoma cirratum,Urobatis jamaicensis
19,52,1,Ginglymostoma cirratum,unidentifiable
19,6,0,Ginglymostoma cirratum,Bodianus rufus
19,7,0,Ginglymostoma cirratum,Calamus spp
19,8,0,Ginglymostoma cirratum,Caranx bartholomaei
19,9,0,Ginglymostoma cirratum,Caranx latus
19,background,5,Ginglymostoma cirratum,background
2,0,0,Acanthurus chirurgus,fish
2,1,0,Acanthurus chirurgus,Abudefduf saxatilis
2,10,0,Acanthurus chirurgus,Caranx ruber
2,11,0,Acanthurus chirurgus,Cephalopholis cruentata
2,12,0,Acanthurus chirurgus,Chaetodon capistratus
2,13,0,Acanthurus chirurgus,Chaetodon ocellatus
2,14,0,Acanthurus chirurgus,Chaetodon sedentarius
2,15,0,Acanthurus chirurgus,Chaetodon striatus
2,16,0,Acanthurus chirurgus,Chromis scotti
2,17,0,Acanthurus chirurgus,Diodon spp
2,18,0,Acanthurus chirurgus,Epinephelus spp
2,19,0,Acanthurus chirurgus,Ginglymostoma cirratum
2,2,17,Acanthurus chirurgus,Acanthurus chirurgus
2,20,0,Acanthurus chirurgus,Haemulon flavolineatum
2,21,0,Acanthurus chirurgus,Haemulon juvenil
2,22,0,Acanthurus chirurgus,Haemulon plumierii
2,23,0,Acanthurus chirurgus,Haemulon plumierii juvenil
2,24,0,Acanthurus chirurgus,Haemulon sciurus
2,25,0,Acanthurus chirurgus,Halichoeres spp
2,26,0,Acanthurus chirurgus,Holacanthus spp
2,27,0,Acanthurus chirurgus,Kyphosus spp
2,28,0,Acanthurus chirurgus,Lachnolaimus maximus
2,29,0,Acanthurus chirurgus,Lutjanus analis
2,3,0,Acanthurus chirurgus,Acanthurus coeruleus
2,30,0,Acanthurus chirurgus,Lutjanus griseus
2,31,0,Acanthurus chirurgus,Lutjanus jocu
2,32,0,Acanthurus chirurgus,Mycteroperca spp
2,33,0,Acanthurus chirurgus,Nicholsina usta
2,34,0,Acanthurus chirurgus,Ocyurus chrysurus
2,35,1,Acanthurus chirurgus,Pomacanthus arcuatus
2,36,0,Acanthurus chirurgus,Pomacanthus paru
2,37,0,Acanthurus chirurgus,Rhomboplites aurorubens
2,38,0,Acanthurus chirurgus,Scarus coelestinus
2,39,0,Acanthurus chirurgus,Scarus coeruleus
2,4,0,Acanthurus chirurgus,Anisotremus virginicus
2,40,0,Acanthurus chirurgus,Scarus guacamaia
2,41,0,Acanthurus chirurgus,Scarus iseri
2,42,0,Acanthurus chirurgus,Scarus juvenil
2,43,0,Acanthurus chirurgus,Scarus taeniopterus
2,44,0,Acanthurus chirurgus,Scarus vetula
2,45,0,Acanthurus chirurgus,Sparisoma aurofrenatum
2,46,0,Acanthurus chirurgus,Sparisoma chrysopterum
2,47,0,Acanthurus chirurgus,Sparisoma rubripinne FI
2,48,0,Acanthurus chirurgus,Sparisoma viride
2,49,0,Acanthurus chirurgus,Sparisoma viride FI
2,5,0,Acanthurus chirurgus,Azurina cyanea
2,50,0,Acanthurus chirurgus,Sphyraena barracuda
2,51,0,Acanthurus chirurgus,Urobatis jamaicensis
2,52,0,Acanthurus chirurgus,unidentifiable
2,6,0,Acanthurus chirurgus,Bodianus rufus
2,7,0,Acanthurus chirurgus,Calamus spp
2,8,0,Acanthurus chirurgus,Caranx bartholomaei
2,9,0,Acanthurus chirurgus,Caranx latus
2,background,13,Acanthurus chirurgus,background
20,0,0,Haemulon flavolineatum,fish
20,1,0,Haemulon flavolineatum,Abudefduf saxatilis
20,10,0,Haemulon flavolineatum,Caranx ruber
20,11,0,Haemulon flavolineatum,Cephalopholis cruentata
20,12,0,Haemulon flavolineatum,Chaetodon capistratus
20,13,0,Haemulon flavolineatum,Chaetodon ocellatus
20,14,0,Haemulon flavolineatum,Chaetodon sedentarius
20,15,0,Haemulon flavolineatum,Chaetodon striatus
20,16,0,Haemulon flavolineatum,Chromis scotti
20,17,0,Haemulon flavolineatum,Diodon spp
20,18,0,Haemulon flavolineatum,Epinephelus spp
20,19,0,Haemulon flavolineatum,Ginglymostoma cirratum
20,2,0,Haemulon flavolineatum,Acanthurus chirurgus
20,20,21,Haemulon flavolineatum,Haemulon flavolineatum
20,21,0,Haemulon flavolineatum,Haemulon juvenil
20,22,0,Haemulon flavolineatum,Haemulon plumierii
20,23,0,Haemulon flavolineatum,Haemulon plumierii juvenil
20,24,1,Haemulon flavolineatum,Haemulon sciurus
20,25,0,Haemulon flavolineatum,Halichoeres spp
20,26,0,Haemulon flavolineatum,Holacanthus spp
20,27,0,Haemulon flavolineatum,Kyphosus spp
20,28,0,Haemulon flavolineatum,Lachnolaimus maximus
20,29,0,Haemulon flavolineatum,Lutjanus analis
20,3,0,Haemulon flavolineatum,Acanthurus coeruleus
20,30,0,Haemulon flavolineatum,Lutjanus griseus
20,31,0,Haemulon flavolineatum,Lutjanus jocu
20,32,0,Haemulon flavolineatum,Mycteroperca spp
20,33,0,Haemulon flavolineatum,Nicholsina usta
20,34,0,Haemulon flavolineatum,Ocyurus chrysurus
20,35,0,Haemulon flavolineatum,Pomacanthus arcuatus
20,36,0,Haemulon flavolineatum,Pomacanthus paru
20,37,0,Haemulon flavolineatum,Rhomboplites aurorubens
20,38,0,Haemulon flavolineatum,Scarus coelestinus
20,39,0,Haemulon flavolineatum,Scarus coeruleus
20,4,0,Haemulon flavolineatum,Anisotremus virginicus
20,40,0,Haemulon flavolineatum,Scarus guacamaia
20,41,0,Haemulon flavolineatum,Scarus iseri
20,42,0,Haemulon flavolineatum,Scarus juvenil
20,43,0,Haemulon flavolineatum,Scarus taeniopterus
20,44,0,Haemulon flavolineatum,Scarus vetula
20,45,0,Haemulon flavolineatum,Sparisoma aurofrenatum
20,46,0,Haemulon flavolineatum,Sparisoma chrysopterum
20,47,0,Haemulon flavolineatum,Sparisoma rubripinne FI
20,48,0,Haemulon flavolineatum,Sparisoma viride
20,49,0,Haemulon flavolineatum,Sparisoma viride FI
20,5,0,Haemulon flavolineatum,Azurina cyanea
20,50,0,Haemulon flavolineatum,Sphyraena barracuda
20,51,0,Haemulon flavolineatum,Urobatis jamaicensis
20,52,0,Haemulon flavolineatum,unidentifiable
20,6,0,Haemulon flavolineatum,Bodianus rufus
20,7,0,Haemulon flavolineatum,Calamus spp
20,8,0,Haemulon flavolineatum,Caranx bartholomaei
20,9,0,Haemulon flavolineatum,Caranx latus
20,background,11,Haemulon flavolineatum,background
21,0,0,Haemulon juvenil,fish
21,1,0,Haemulon juvenil,Abudefduf saxatilis
21,10,0,Haemulon juvenil,Caranx ruber
21,11,0,Haemulon juvenil,Cephalopholis cruentata
21,12,0,Haemulon juvenil,Chaetodon capistratus
21,13,0,Haemulon juvenil,Chaetodon ocellatus
21,14,0,Haemulon juvenil,Chaetodon sedentarius
21,15,0,Haemulon juvenil,Chaetodon striatus
21,16,0,Haemulon juvenil,Chromis scotti
21,17,0,Haemulon juvenil,Diodon spp
21,18,0,Haemulon juvenil,Epinephelus spp
21,19,0,Haemulon juvenil,Ginglymostoma cirratum
21,2,0,Haemulon juvenil,Acanthurus chirurgus
21,20,0,Haemulon juvenil,Haemulon flavolineatum
21,21,106,Haemulon juvenil,Haemulon juvenil
21,22,0,Haemulon juvenil,Haemulon plumierii
21,23,0,Haemulon juvenil,Haemulon plumierii juvenil
21,24,0,Haemulon juvenil,Haemulon sciurus
21,25,0,Haemulon juvenil,Halichoeres spp
21,26,0,Haemulon juvenil,Holacanthus spp
21,27,0,Haemulon juvenil,Kyphosus spp
21,28,0,Haemulon juvenil,Lachnolaimus maximus
21,29,0,Haemulon juvenil,Lutjanus analis
21,3,0,Haemulon juvenil,Acanthurus coeruleus
21,30,0,Haemulon juvenil,Lutjanus griseus
21,31,0,Haemulon juvenil,Lutjanus jocu
21,32,0,Haemulon juvenil,Mycteroperca spp
21,33,0,Haemulon juvenil,Nicholsina usta
21,34,0,Haemulon juvenil,Ocyurus chrysurus
21,35,0,Haemulon juvenil,Pomacanthus arcuatus
21,36,0,Haemulon juvenil,Pomacanthus paru
21,37,0,Haemulon juvenil,Rhomboplites aurorubens
21,38,0,Haemulon juvenil,Scarus coelestinus
21,39,0,Haemulon juvenil,Scarus coeruleus
21,4,0,Haemulon juvenil,Anisotremus virginicus
21,40,0,Haemulon juvenil,Scarus guacamaia
21,41,0,Haemulon juvenil,Scarus iseri
21,42,2,Haemulon juvenil,Scarus juvenil
21,43,0,Haemulon juvenil,Scarus taeniopterus
21,44,0,Haemulon juvenil,Scarus vetula
21,45,0,Haemulon juvenil,Sparisoma aurofrenatum
21,46,0,Haemulon juvenil,Sparisoma chrysopterum
21,47,0,Haemulon juvenil,Sparisoma rubripinne FI
21,48,0,Haemulon juvenil,Sparisoma viride
21,49,0,Haemulon juvenil,Sparisoma viride FI
21,5,0,Haemulon juvenil,Azurina cyanea
21,50,0,Haemulon juvenil,Sphyraena barracuda
21,51,0,Haemulon juvenil,Urobatis jamaicensis
21,52,0,Haemulon juvenil,unidentifiable
21,6,0,Haemulon juvenil,Bodianus rufus
21,7,0,Haemulon juvenil,Calamus spp
21,8,0,Haemulon juvenil,Caranx bartholomaei
21,9,0,Haemulon juvenil,Caranx latus
21,background,22,Haemulon juvenil,background
22,0,0,Haemulon plumierii,fish
22,1,0,Haemulon plumierii,Abudefduf saxatilis
22,10,0,Haemulon plumierii,Caranx ruber
22,11,0,Haemulon plumierii,Cephalopholis cruentata
22,12,0,Haemulon plumierii,Chaetodon capistratus
22,13,0,Haemulon plumierii,Chaetodon ocellatus
22,14,0,Haemulon plumierii,Chaetodon sedentarius
22,15,0,Haemulon plumierii,Chaetodon striatus
22,16,0,Haemulon plumierii,Chromis scotti
22,17,0,Haemulon plumierii,Diodon spp
22,18,0,Haemulon plumierii,Epinephelus spp
22,19,0,Haemulon plumierii,Ginglymostoma cirratum
22,2,0,Haemulon plumierii,Acanthurus chirurgus
22,20,0,Haemulon plumierii,Haemulon flavolineatum
22,21,0,Haemulon plumierii,Haemulon juvenil
22,22,53,Haemulon plumierii,Haemulon plumierii
22,23,0,Haemulon plumierii,Haemulon plumierii juvenil
22,24,0,Haemulon plumierii,Haemulon sciurus
22,25,0,Haemulon plumierii,Halichoeres spp
22,26,0,Haemulon plumierii,Holacanthus spp
22,27,0,Haemulon plumierii,Kyphosus spp
22,28,0,Haemulon plumierii,Lachnolaimus maximus
22,29,0,Haemulon plumierii,Lutjanus analis
22,3,0,Haemulon plumierii,Acanthurus coeruleus
22,30,0,Haemulon plumierii,Lutjanus griseus
22,31,0,Haemulon plumierii,Lutjanus jocu
22,32,0,Haemulon plumierii,Mycteroperca spp
22,33,0,Haemulon plumierii,Nicholsina usta
22,34,0,Haemulon plumierii,Ocyurus chrysurus
22,35,0,Haemulon plumierii,Pomacanthus arcuatus
22,36,0,Haemulon plumierii,Pomacanthus paru
22,37,0,Haemulon plumierii,Rhomboplites aurorubens
22,38,0,Haemulon plumierii,Scarus coelestinus
22,39,0,Haemulon plumierii,Scarus coeruleus
22,4,0,Haemulon plumierii,Anisotremus virginicus
22,40,0,Haemulon plumierii,Scarus guacamaia
22,41,0,Haemulon plumierii,Scarus iseri
22,42,0,Haemulon plumierii,Scarus juvenil
22,43,0,Haemulon plumierii,Scarus taeniopterus
22,44,0,Haemulon plumierii,Scarus vetula
22,45,0,Haemulon plumierii,Sparisoma aurofrenatum
22,46,0,Haemulon plumierii,Sparisoma chrysopterum
22,47,0,Haemulon plumierii,Sparisoma rubripinne FI
22,48,0,Haemulon plumierii,Sparisoma viride
22,49,0,Haemulon plumierii,Sparisoma viride FI
22,5,0,Haemulon plumierii,Azurina cyanea
22,50,0,Haemulon plumierii,Sphyraena barracuda
22,51,0,Haemulon plumierii,Urobatis jamaicensis
22,52,2,Haemulon plumierii,unidentifiable
22,6,0,Haemulon plumierii,Bodianus rufus
22,7,0,Haemulon plumierii,Calamus spp
22,8,0,Haemulon plumierii,Caranx bartholomaei
22,9,0,Haemulon plumierii,Caranx latus
22,background,19,Haemulon plumierii,background
23,0,0,Haemulon plumierii juvenil,fish
23,1,0,Haemulon plumierii juvenil,Abudefduf saxatilis
23,10,0,Haemulon plumierii juvenil,Caranx ruber
23,11,0,Haemulon plumierii juvenil,Cephalopholis cruentata
23,12,0,Haemulon plumierii juvenil,Chaetodon capistratus
23,13,0,Haemulon plumierii juvenil,Chaetodon ocellatus
23,14,0,Haemulon plumierii juvenil,Chaetodon sedentarius
23,15,0,Haemulon plumierii juvenil,Chaetodon striatus
23,16,0,Haemulon plumierii juvenil,Chromis scotti
23,17,0,Haemulon plumierii juvenil,Diodon spp
23,18,0,Haemulon plumierii juvenil,Epinephelus spp
23,19,0,Haemulon plumierii juvenil,Ginglymostoma cirratum
23,2,0,Haemulon plumierii juvenil,Acanthurus chirurgus
23,20,0,Haemulon plumierii juvenil,Haemulon flavolineatum
23,21,0,Haemulon plumierii juvenil,Haemulon juvenil
23,22,0,Haemulon plumierii juvenil,Haemulon plumierii
23,23,9,Haemulon plumierii juvenil,Haemulon plumierii juvenil
23,24,0,Haemulon plumierii juvenil,Haemulon sciurus
23,25,0,Haemulon plumierii juvenil,Halichoeres spp
23,26,0,Haemulon plumierii juvenil,Holacanthus spp
23,27,0,Haemulon plumierii juvenil,Kyphosus spp
23,28,0,Haemulon plumierii juvenil,Lachnolaimus maximus
23,29,0,Haemulon plumierii juvenil,Lutjanus analis
23,3,0,Haemulon plumierii juvenil,Acanthurus coeruleus
23,30,0,Haemulon plumierii juvenil,Lutjanus griseus
23,31,0,Haemulon plumierii juvenil,Lutjanus jocu
23,32,0,Haemulon plumierii juvenil,Mycteroperca spp
23,33,0,Haemulon plumierii juvenil,Nicholsina usta
23,34,2,Haemulon plumierii juvenil,Ocyurus chrysurus
23,35,0,Haemulon plumierii juvenil,Pomacanthus arcuatus
23,36,0,Haemulon plumierii juvenil,Pomacanthus paru
23,37,0,Haemulon plumierii juvenil,Rhomboplites aurorubens
23,38,0,Haemulon plumierii juvenil,Scarus coelestinus
23,39,0,Haemulon plumierii juvenil,Scarus coeruleus
23,4,0,Haemulon plumierii juvenil,Anisotremus virginicus
23,40,0,Haemulon plumierii juvenil,Scarus guacamaia
23,41,0,Haemulon plumierii juvenil,Scarus iseri
23,42,0,Haemulon plumierii juvenil,Scarus juvenil
23,43,0,Haemulon plumierii juvenil,Scarus taeniopterus
23,44,0,Haemulon plumierii juvenil,Scarus vetula
23,45,0,Haemulon plumierii juvenil,Sparisoma aurofrenatum
23,46,0,Haemulon plumierii juvenil,Sparisoma chrysopterum
23,47,0,Haemulon plumierii juvenil,Sparisoma rubripinne FI
23,48,0,Haemulon plumierii juvenil,Sparisoma viride
23,49,0,Haemulon plumierii juvenil,Sparisoma viride FI
23,5,0,Haemulon plumierii juvenil,Azurina cyanea
23,50,0,Haemulon plumierii juvenil,Sphyraena barracuda
23,51,0,Haemulon plumierii juvenil,Urobatis jamaicensis
23,52,0,Haemulon plumierii juvenil,unidentifiable
23,6,0,Haemulon plumierii juvenil,Bodianus rufus
23,7,0,Haemulon plumierii juvenil,Calamus spp
23,8,0,Haemulon plumierii juvenil,Caranx bartholomaei
23,9,0,Haemulon plumierii juvenil,Caranx latus
23,background,12,Haemulon plumierii juvenil,background
24,0,0,Haemulon sciurus,fish
24,1,0,Haemulon sciurus,Abudefduf saxatilis
24,10,0,Haemulon sciurus,Caranx ruber
24,11,0,Haemulon sciurus,Cephalopholis cruentata
24,12,0,Haemulon sciurus,Chaetodon capistratus
24,13,0,Haemulon sciurus,Chaetodon ocellatus
24,14,0,Haemulon sciurus,Chaetodon sedentarius
24,15,0,Haemulon sciurus,Chaetodon striatus
24,16,0,Haemulon sciurus,Chromis scotti
24,17,0,Haemulon sciurus,Diodon spp
24,18,0,Haemulon sciurus,Epinephelus spp
24,19,0,Haemulon sciurus,Ginglymostoma cirratum
24,2,0,Haemulon sciurus,Acanthurus chirurgus
24,20,1,Haemulon sciurus,Haemulon flavolineatum
24,21,0,Haemulon sciurus,Haemulon juvenil
24,22,2,Haemulon sciurus,Haemulon plumierii
24,23,0,Haemulon sciurus,Haemulon plumierii juvenil
24,24,16,Haemulon sciurus,Haemulon sciurus
24,25,0,Haemulon sciurus,Halichoeres spp
24,26,0,Haemulon sciurus,Holacanthus spp
24,27,0,Haemulon sciurus,Kyphosus spp
24,28,0,Haemulon sciurus,Lachnolaimus maximus
24,29,0,Haemulon sciurus,Lutjanus analis
24,3,0,Haemulon sciurus,Acanthurus coeruleus
24,30,0,Haemulon sciurus,Lutjanus griseus
24,31,0,Haemulon sciurus,Lutjanus jocu
24,32,0,Haemulon sciurus,Mycteroperca spp
24,33,0,Haemulon sciurus,Nicholsina usta
24,34,0,Haemulon sciurus,Ocyurus chrysurus
24,35,0,Haemulon sciurus,Pomacanthus arcuatus
24,36,0,Haemulon sciurus,Pomacanthus paru
24,37,0,Haemulon sciurus,Rhomboplites aurorubens
24,38,0,Haemulon sciurus,Scarus coelestinus
24,39,0,Haemulon sciurus,Scarus coeruleus
24,4,0,Haemulon sciurus,Anisotremus virginicus
24,40,0,Haemulon sciurus,Scarus guacamaia
24,41,0,Haemulon sciurus,Scarus iseri
24,42,0,Haemulon sciurus,Scarus juvenil
24,43,0,Haemulon sciurus,Scarus taeniopterus
24,44,0,Haemulon sciurus,Scarus vetula
24,45,0,Haemulon sciurus,Sparisoma aurofrenatum
24,46,0,Haemulon sciurus,Sparisoma chrysopterum
24,47,0,Haemulon sciurus,Sparisoma rubripinne FI
24,48,0,Haemulon sciurus,Sparisoma viride
24,49,0,Haemulon sciurus,Sparisoma viride FI
24,5,0,Haemulon sciurus,Azurina cyanea
24,50,0,Haemulon sciurus,Sphyraena barracuda
24,51,0,Haemulon sciurus,Urobatis jamaicensis
24,52,0,Haemulon sciurus,unidentifiable
24,6,0,Haemulon sciurus,Bodianus rufus
24,7,0,Haemulon sciurus,Calamus spp
24,8,0,Haemulon sciurus,Caranx bartholomaei
24,9,0,Haemulon sciurus,Caranx latus
24,background,5,Haemulon sciurus,background
25,0,0,Halichoeres spp,fish
25,1,0,Halichoeres spp,Abudefduf saxatilis
25,10,0,Halichoeres spp,Caranx ruber
25,11,0,Halichoeres spp,Cephalopholis cruentata
25,12,0,Halichoeres spp,Chaetodon capistratus
25,13,0,Halichoeres spp,Chaetodon ocellatus
25,14,0,Halichoeres spp,Chaetodon sedentarius
25,15,0,Halichoeres spp,Chaetodon striatus
25,16,0,Halichoeres spp,Chromis scotti
25,17,0,Halichoeres spp,Diodon spp
25,18,0,Halichoeres spp,Epinephelus spp
25,19,0,Halichoeres spp,Ginglymostoma cirratum
25,2,0,Halichoeres spp,Acanthurus chirurgus
25,20,0,Halichoeres spp,Haemulon flavolineatum
25,21,2,Halichoeres spp,Haemulon juvenil
25,22,0,Halichoeres spp,Haemulon plumierii
25,23,0,Halichoeres spp,Haemulon plumierii juvenil
25,24,0,Halichoeres spp,Haemulon sciurus
25,25,14,Halichoeres spp,Halichoeres spp
25,26,0,Halichoeres spp,Holacanthus spp
25,27,0,Halichoeres spp,Kyphosus spp
25,28,0,Halichoeres spp,Lachnolaimus maximus
25,29,0,Halichoeres spp,Lutjanus analis
25,3,0,Halichoeres spp,Acanthurus coeruleus
25,30,0,Halichoeres spp,Lutjanus griseus
25,31,0,Halichoeres spp,Lutjanus jocu
25,32,0,Halichoeres spp,Mycteroperca spp
25,33,0,Halichoeres spp,Nicholsina usta
25,34,0,Halichoeres spp,Ocyurus chrysurus
25,35,0,Halichoeres spp,Pomacanthus arcuatus
25,36,0,Halichoeres spp,Pomacanthus paru
25,37,0,Halichoeres spp,Rhomboplites aurorubens
25,38,0,Halichoeres spp,Scarus coelestinus
25,39,0,Halichoeres spp,Scarus coeruleus
25,4,0,Halichoeres spp,Anisotremus virginicus
25,40,0,Halichoeres spp,Scarus guacamaia
25,41,0,Halichoeres spp,Scarus iseri
25,42,0,Halichoeres spp,Scarus juvenil
25,43,0,Halichoeres spp,Scarus taeniopterus
25,44,0,Halichoeres spp,Scarus vetula
25,45,0,Halichoeres spp,Sparisoma aurofrenatum
25,46,0,Halichoeres spp,Sparisoma chrysopterum
25,47,0,Halichoeres spp,Sparisoma rubripinne FI
25,48,0,Halichoeres spp,Sparisoma viride
25,49,0,Halichoeres spp,Sparisoma viride FI
25,5,0,Halichoeres spp,Azurina cyanea
25,50,0,Halichoeres spp,Sphyraena barracuda
25,51,0,Halichoeres spp,Urobatis jamaicensis
25,52,0,Halichoeres spp,unidentifiable
25,6,0,Halichoeres spp,Bodianus rufus
25,7,0,Halichoeres spp,Calamus spp
25,8,0,Halichoeres spp,Caranx bartholomaei
25,9,0,Halichoeres spp,Caranx latus
25,background,1,Halichoeres spp,background
26,0,0,Holacanthus spp,fish
26,1,0,Holacanthus spp,Abudefduf saxatilis
26,10,0,Holacanthus spp,Caranx ruber
26,11,0,Holacanthus spp,Cephalopholis cruentata
26,12,0,Holacanthus spp,Chaetodon capistratus
26,13,0,Holacanthus spp,Chaetodon ocellatus
26,14,0,Holacanthus spp,Chaetodon sedentarius
26,15,0,Holacanthus spp,Chaetodon striatus
26,16,0,Holacanthus spp,Chromis scotti
26,17,0,Holacanthus spp,Diodon spp
26,18,0,Holacanthus spp,Epinephelus spp
26,19,0,Holacanthus spp,Ginglymostoma cirratum
26,2,0,Holacanthus spp,Acanthurus chirurgus
26,20,0,Holacanthus spp,Haemulon flavolineatum
26,21,0,Holacanthus spp,Haemulon juvenil
26,22,4,Holacanthus spp,Haemulon plumierii
26,23,0,Holacanthus spp,Haemulon plumierii juvenil
26,24,0,Holacanthus spp,Haemulon sciurus
26,25,0,Holacanthus spp,Halichoeres spp
26,26,16,Holacanthus spp,Holacanthus spp
26,27,0,Holacanthus spp,Kyphosus spp
26,28,0,Holacanthus spp,Lachnolaimus maximus
26,29,0,Holacanthus spp,Lutjanus analis
26,3,0,Holacanthus spp,Acanthurus coeruleus
26,30,0,Holacanthus spp,Lutjanus griseus
26,31,0,Holacanthus spp,Lutjanus jocu
26,32,0,Holacanthus spp,Mycteroperca spp
26,33,0,Holacanthus spp,Nicholsina usta
26,34,0,Holacanthus spp,Ocyurus chrysurus
26,35,0,Holacanthus spp,Pomacanthus arcuatus
26,36,0,Holacanthus spp,Pomacanthus paru
26,37,0,Holacanthus spp,Rhomboplites aurorubens
26,38,0,Holacanthus spp,Scarus coelestinus
26,39,0,Holacanthus spp,Scarus coeruleus
26,4,0,Holacanthus spp,Anisotremus virginicus
26,40,0,Holacanthus spp,Scarus guacamaia
26,41,0,Holacanthus spp,Scarus iseri
26,42,0,Holacanthus spp,Scarus juvenil
26,43,0,Holacanthus spp,Scarus taeniopterus
26,44,0,Holacanthus spp,Scarus vetula
26,45,0,Holacanthus spp,Sparisoma aurofrenatum
26,46,0,Holacanthus spp,Sparisoma chrysopterum
26,47,0,Holacanthus spp,Sparisoma rubripinne FI
26,48,0,Holacanthus spp,Sparisoma viride
26,49,0,Holacanthus spp,Sparisoma viride FI
26,5,0,Holacanthus spp,Azurina cyanea
26,50,0,Holacanthus spp,Sphyraena barracuda
26,51,0,Holacanthus spp,Urobatis jamaicensis
26,52,0,Holacanthus spp,unidentifiable
26,6,0,Holacanthus spp,Bodianus rufus
26,7,0,Holacanthus spp,Calamus spp
26,8,0,Holacanthus spp,Caranx bartholomaei
26,9,0,Holacanthus spp,Caranx latus
26,background,3,Holacanthus spp,background
27,0,0,Kyphosus spp,fish
27,1,0,Kyphosus spp,Abudefduf saxatilis
27,10,0,Kyphosus spp,Caranx ruber
27,11,0,Kyphosus spp,Cephalopholis cruentata
27,12,0,Kyphosus spp,Chaetodon capistratus
27,13,0,Kyphosus spp,Chaetodon ocellatus
27,14,0,Kyphosus spp,Chaetodon sedentarius
27,15,0,Kyphosus spp,Chaetodon striatus
27,16,0,Kyphosus spp,Chromis scotti
27,17,0,Kyphosus spp,Diodon spp
27,18,0,Kyphosus spp,Epinephelus spp
27,19,0,Kyphosus spp,Ginglymostoma cirratum
27,2,0,Kyphosus spp,Acanthurus chirurgus
27,20,0,Kyphosus spp,Haemulon flavolineatum
27,21,0,Kyphosus spp,Haemulon juvenil
27,22,0,Kyphosus spp,Haemulon plumierii
27,23,0,Kyphosus spp,Haemulon plumierii juvenil
27,24,0,Kyphosus spp,Haemulon sciurus
27,25,0,Kyphosus spp,Halichoeres spp
27,26,0,Kyphosus spp,Holacanthus spp
27,27,19,Kyphosus spp,Kyphosus spp
27,28,0,Kyphosus spp,Lachnolaimus maximus
27,29,0,Kyphosus spp,Lutjanus analis
27,3,0,Kyphosus spp,Acanthurus coeruleus
27,30,7,Kyphosus spp,Lutjanus griseus
27,31,0,Kyphosus spp,Lutjanus jocu
27,32,0,Kyphosus spp,Mycteroperca spp
27,33,0,Kyphosus spp,Nicholsina usta
27,34,0,Kyphosus spp,Ocyurus chrysurus
27,35,0,Kyphosus spp,Pomacanthus arcuatus
27,36,0,Kyphosus spp,Pomacanthus paru
27,37,0,Kyphosus spp,Rhomboplites aurorubens
27,38,0,Kyphosus spp,Scarus coelestinus
27,39,0,Kyphosus spp,Scarus coeruleus
27,4,0,Kyphosus spp,Anisotremus virginicus
27,40,0,Kyphosus spp,Scarus guacamaia
27,41,0,Kyphosus spp,Scarus iseri
27,42,0,Kyphosus spp,Scarus juvenil
27,43,0,Kyphosus spp,Scarus taeniopterus
27,44,0,Kyphosus spp,Scarus vetula
27,45,0,Kyphosus spp,Sparisoma aurofrenatum
27,46,0,Kyphosus spp,Sparisoma chrysopterum
27,47,0,Kyphosus spp,Sparisoma rubripinne FI
27,48,0,Kyphosus spp,Sparisoma viride
27,49,0,Kyphosus spp,Sparisoma viride FI
27,5,0,Kyphosus spp,Azurina cyanea
27,50,0,Kyphosus spp,Sphyraena barracuda
27,51,0,Kyphosus spp,Urobatis jamaicensis
27,52,0,Kyphosus spp,unidentifiable
27,6,0,Kyphosus spp,Bodianus rufus
27,7,0,Kyphosus spp,Calamus spp
27,8,0,Kyphosus spp,Caranx bartholomaei
27,9,0,Kyphosus spp,Caranx latus
27,background,22,Kyphosus spp,background
28,0,0,Lachnolaimus maximus,fish
28,1,0,Lachnolaimus maximus,Abudefduf saxatilis
28,10,0,Lachnolaimus maximus,Caranx ruber
28,11,0,Lachnolaimus maximus,Cephalopholis cruentata
28,12,0,Lachnolaimus maximus,Chaetodon capistratus
28,13,0,Lachnolaimus maximus,Chaetodon ocellatus
28,14,0,Lachnolaimus maximus,Chaetodon sedentarius
28,15,0,Lachnolaimus maximus,Chaetodon striatus
28,16,0,Lachnolaimus maximus,Chromis scotti
28,17,0,Lachnolaimus maximus,Diodon spp
28,18,0,Lachnolaimus maximus,Epinephelus spp
28,19,0,Lachnolaimus maximus,Ginglymostoma cirratum
28,2,0,Lachnolaimus maximus,Acanthurus chirurgus
28,20,0,Lachnolaimus maximus,Haemulon flavolineatum
28,21,0,Lachnolaimus maximus,Haemulon juvenil
28,22,2,Lachnolaimus maximus,Haemulon plumierii
